"order_id","Revenue","Discount_type"
100,"201.76","Discounted"
101,"1879.29","Discounted"
102,"454.24","Discounted"
103,"438.24","Discounted"
104,"1100.41","Discounted"
105,"1891.63","Discounted"
106,"1545.14","Discounted"
107,"501.18","Discounted"
108,"636.05","Discounted"
109,"253.55","Discounted"
110,"2287.59","Discounted"
111,"157.37","Discounted"
112,"414.21","Discounted"
113,"533.05","Discounted"
114,"93.94","Discounted"
115,"1275.45","Discounted"
116,"474.81","Discounted"
117,"1068.84","Discounted"
118,"814.18","Discounted"
119,"1187.64","Discounted"
120,"568.12","Discounted"
121,"2053.51","Discounted"
122,"1844.99","Discounted"
123,"1438.68","Discounted"
124,"270.47","Discounted"
125,"778.75","Discounted"
126,"74.42","Discounted"
127,"776.68","Discounted"
128,"466.59","Discounted"
129,"1657.93","Discounted"
130,"850.08","Discounted"
131,"2097.60","Discounted"
132,"689.26","Discounted"
133,"938.35","Discounted"
134,"1888.81","Discounted"
135,"753.60","Discounted"
136,"1082.01","Discounted"
137,"1425.43","Discounted"
138,"552.00","Discounted"
139,"2366.56","Discounted"
140,"1188.77","Discounted"
141,"1690.96","Discounted"
142,"669.20","Discounted"
143,"855.25","Discounted"
144,"324.22","Discounted"
145,"1275.66","Discounted"
146,"1254.56","Discounted"
147,"246.37","Discounted"
148,"1146.29","Discounted"
149,"116.10","Discounted"
150,"925.23","Discounted"
151,"1002.20","Discounted"
152,"110.77","Discounted"
153,"1572.25","Discounted"
154,"2021.60","Discounted"
155,"2305.55","Discounted"
156,"1314.02","Discounted"
157,"1316.92","Discounted"
158,"1324.74","Discounted"
159,"1931.15","Discounted"
160,"1373.74","Discounted"
161,"1391.81","Discounted"
162,"170.80","Discounted"
163,"662.33","Discounted"
164,"1884.01","Discounted"
165,"2178.75","Discounted"
166,"2000.74","Discounted"
167,"208.75","Discounted"
168,"208.18","Discounted"
169,"836.05","Discounted"
170,"937.88","Discounted"
171,"2049.00","Discounted"
172,"403.01","Discounted"
173,"696.04","Discounted"
174,"1580.09","Discounted"
175,"1061.82","Discounted"
176,"738.74","Discounted"
177,"2208.74","Discounted"
178,"644.84","Discounted"
179,"864.75","Discounted"
180,"2027.65","Discounted"
181,"1408.18","Discounted"
182,"1242.52","Discounted"
183,"1525.40","Discounted"
184,"587.33","Discounted"
185,"1638.52","Discounted"
186,"711.07","Discounted"
187,"1348.52","Discounted"
188,"1294.70","Discounted"
189,"2202.69","Discounted"
190,"1845.29","Discounted"
191,"1176.91","Discounted"
192,"367.52","Discounted"
193,"50.61","Discounted"
194,"239.97","Discounted"
195,"381.47","Discounted"
196,"2244.69","Discounted"
197,"717.87","Discounted"
198,"507.21","Discounted"
199,"478.68","Discounted"
200,"1455.03","Discounted"
201,"1661.39","Discounted"
202,"1752.65","Discounted"
203,"1642.72","Discounted"
204,"436.59","Discounted"
205,"1739.86","Discounted"
206,"404.42","Discounted"
207,"202.62","Discounted"
208,"2149.87","Discounted"
209,"957.34","Discounted"
210,"1954.85","Discounted"
211,"191.04","Discounted"
212,"687.56","Discounted"
213,"341.73","Discounted"
214,"1845.12","Discounted"
215,"2204.31","Discounted"
216,"1705.92","Discounted"
217,"1164.64","Discounted"
218,"1702.73","Discounted"
219,"1187.46","Discounted"
220,"1109.33","Discounted"
221,"-53.53","Discounted"
222,"1832.10","Discounted"
223,"1352.55","Discounted"
224,"973.65","Discounted"
225,"312.38","Discounted"
226,"2224.03","Discounted"
227,"2276.82","Discounted"
228,"1785.07","Discounted"
229,"98.51","Discounted"
230,"256.04","Discounted"
231,"614.40","Discounted"
232,"323.52","Discounted"
233,"2358.85","Discounted"
234,"1342.58","Discounted"
235,"354.83","Discounted"
236,"2078.97","Discounted"
237,"540.19","Discounted"
238,"1319.88","Discounted"
239,"1556.66","Discounted"
240,"1502.85","Discounted"
241,"906.86","Discounted"
242,"2155.11","Discounted"
243,"330.62","Discounted"
244,"2257.10","Discounted"
245,"1923.58","Discounted"
246,"1966.42","Discounted"
247,"1779.66","Discounted"
248,"2405.28","Discounted"
249,"2085.03","Discounted"
250,"823.38","Discounted"
251,"462.32","Discounted"
252,"1466.67","Discounted"
253,"456.73","Discounted"
254,"788.39","Discounted"
255,"205.27","Discounted"
256,"738.61","Discounted"
257,"2200.23","Discounted"
258,"1604.86","Discounted"
259,"2023.14","Discounted"
260,"101.76","Discounted"
261,"31.38","Discounted"
262,"298.13","Discounted"
263,"495.95","Discounted"
264,"1842.53","Discounted"
265,"1156.71","Discounted"
266,"1311.10","Discounted"
267,"1519.59","Discounted"
268,"-2.52","Discounted"
269,"871.86","Discounted"
270,"1828.83","Discounted"
271,"481.66","Discounted"
272,"1483.51","Discounted"
273,"481.93","Discounted"
274,"460.69","Discounted"
275,"472.45","Discounted"
276,"1904.76","Discounted"
277,"848.29","Discounted"
278,"820.03","Discounted"
279,"2174.93","Discounted"
280,"1749.23","Discounted"
281,"137.26","Discounted"
282,"1663.56","Discounted"
283,"1287.38","Discounted"
284,"539.54","Discounted"
285,"97.18","Discounted"
286,"1150.36","Discounted"
287,"2073.43","Discounted"
288,"299.11","Discounted"
289,"1899.46","Discounted"
290,"1747.57","Discounted"
291,"233.75","Discounted"
292,"1143.86","Discounted"
293,"1662.18","Discounted"
294,"403.75","Discounted"
295,"2370.28","Discounted"
296,"2238.52","Discounted"
297,"1299.20","Discounted"
298,"1814.30","Discounted"
299,"1163.85","Discounted"
300,"722.07","Discounted"
301,"2204.77","Discounted"
302,"1409.44","Discounted"
303,"1453.59","Discounted"
304,"353.45","Discounted"
305,"2142.45","Discounted"
306,"389.01","Discounted"
307,"337.59","Discounted"
308,"1270.05","Discounted"
309,"1289.59","Discounted"
310,"1901.61","Discounted"
311,"1227.67","Discounted"
312,"791.31","Discounted"
313,"20.19","Discounted"
314,"1004.35","Discounted"
315,"1309.79","Discounted"
316,"1198.62","Discounted"
317,"780.37","Discounted"
318,"278.14","Discounted"
319,"280.33","Discounted"
320,"1182.15","Discounted"
321,"1587.13","Discounted"
322,"100.08","Discounted"
323,"1877.08","Discounted"
324,"1164.73","Discounted"
325,"2417.94","Discounted"
326,"1072.45","Discounted"
327,"1702.39","Discounted"
328,"1536.28","Discounted"
329,"1104.47","Discounted"
330,"1759.76","Discounted"
331,"2252.98","Discounted"
332,"2003.39","Discounted"
333,"1359.16","Discounted"
334,"1221.75","Discounted"
335,"1503.19","Discounted"
336,"744.85","Discounted"
337,"1824.90","Discounted"
338,"1869.46","Discounted"
339,"1555.34","Discounted"
340,"1479.84","Discounted"
341,"777.98","Discounted"
342,"1137.91","Discounted"
343,"1215.44","Discounted"
344,"163.96","Discounted"
345,"2126.09","Discounted"
346,"933.95","Discounted"
347,"919.50","Discounted"
348,"1533.57","Discounted"
349,"410.94","Discounted"
350,"1050.41","Discounted"
351,"519.69","Discounted"
352,"93.93","Discounted"
353,"689.38","Discounted"
354,"218.64","Discounted"
355,"367.35","Discounted"
356,"1847.83","Discounted"
357,"1609.49","Discounted"
358,"1260.10","Discounted"
359,"725.11","Discounted"
360,"1763.88","Discounted"
361,"417.20","Discounted"
362,"417.78","Discounted"
363,"1106.36","Discounted"
364,"1440.48","Discounted"
365,"1181.35","Discounted"
366,"2081.29","Discounted"
367,"932.28","Discounted"
368,"1460.65","Discounted"
369,"1155.02","Discounted"
370,"784.44","Discounted"
371,"1820.99","Discounted"
372,"1634.29","Discounted"
373,"1334.08","Discounted"
374,"1130.37","Discounted"
375,"1099.28","Discounted"
376,"1936.39","Discounted"
377,"1479.53","Discounted"
378,"259.03","Discounted"
379,"356.07","Discounted"
380,"1232.66","Discounted"
381,"706.51","Discounted"
382,"1394.86","Discounted"
383,"792.55","Discounted"
384,"1103.99","Discounted"
385,"346.34","Discounted"
386,"1608.98","Discounted"
387,"1194.05","Discounted"
388,"207.94","Discounted"
389,"535.29","Discounted"
390,"1575.61","Discounted"
391,"1786.68","Discounted"
392,"983.37","Discounted"
393,"668.73","Discounted"
394,"803.95","Discounted"
395,"987.75","Discounted"
396,"1143.60","Discounted"
397,"1660.82","Discounted"
398,"1914.95","Discounted"
399,"297.11","Discounted"
400,"519.17","Discounted"
401,"1555.47","Discounted"
402,"1847.11","Discounted"
403,"172.20","Discounted"
404,"799.18","Discounted"
405,"205.82","Discounted"
406,"1539.81","Discounted"
407,"1789.48","Discounted"
408,"1313.51","Discounted"
409,"2110.70","Discounted"
410,"2003.12","Discounted"
411,"1683.29","Discounted"
412,"190.05","Discounted"
413,"-80.21","Discounted"
414,"2160.58","Discounted"
415,"1212.02","Discounted"
416,"699.27","Discounted"
417,"1626.37","Discounted"
418,"2056.28","Discounted"
419,"1717.72","Discounted"
420,"2132.49","Discounted"
421,"132.74","Discounted"
422,"350.26","Discounted"
423,"277.61","Discounted"
424,"1070.88","Discounted"
425,"1122.04","Discounted"
426,"1126.41","Discounted"
427,"744.88","Discounted"
428,"334.75","Discounted"
429,"1558.66","Discounted"
430,"1501.18","Discounted"
431,"1686.96","Discounted"
432,"1952.09","Discounted"
433,"1228.32","Discounted"
434,"1325.91","Discounted"
435,"794.39","Discounted"
436,"616.47","Discounted"
437,"155.06","Discounted"
438,"617.48","Discounted"
439,"342.79","Discounted"
440,"610.18","Discounted"
441,"36.97","Discounted"
442,"1879.61","Discounted"
443,"279.78","Discounted"
444,"2001.25","Discounted"
445,"2159.32","Discounted"
446,"1526.38","Discounted"
447,"2162.97","Discounted"
448,"1197.30","Discounted"
449,"1696.46","Discounted"
450,"2264.34","Discounted"
451,"1770.04","Discounted"
452,"527.81","Discounted"
453,"1173.94","Discounted"
454,"458.30","Discounted"
455,"510.47","Discounted"
456,"2047.42","Discounted"
457,"1802.91","Discounted"
458,"1408.18","Discounted"
459,"2089.40","Discounted"
460,"1327.87","Discounted"
461,"2002.01","Discounted"
462,"1593.85","Discounted"
463,"257.81","Discounted"
464,"1007.01","Discounted"
465,"2202.81","Discounted"
466,"1634.10","Discounted"
467,"1559.80","Discounted"
468,"1302.77","Discounted"
469,"1072.18","Discounted"
470,"1978.52","Discounted"
471,"2004.40","Discounted"
472,"1580.66","Discounted"
473,"598.64","Discounted"
474,"221.94","Discounted"
475,"610.30","Discounted"
476,"1562.48","Discounted"
477,"1017.68","Discounted"
478,"1691.43","Discounted"
479,"1715.29","Discounted"
480,"1574.93","Discounted"
481,"2052.07","Discounted"
482,"1109.89","Discounted"
483,"1205.76","Discounted"
484,"2451.82","Discounted"
485,"1739.30","Discounted"
486,"1990.20","Discounted"
487,"725.65","Discounted"
488,"940.23","Discounted"
489,"2177.51","Discounted"
490,"419.20","Discounted"
491,"2030.94","Discounted"
492,"1428.49","Discounted"
493,"867.48","Discounted"
494,"595.92","Discounted"
495,"1002.78","Discounted"
496,"1355.23","Discounted"
497,"1124.08","Discounted"
498,"1727.52","Discounted"
499,"660.96","Discounted"
500,"2138.26","Discounted"
501,"1199.63","Discounted"
502,"2155.65","Discounted"
503,"1776.07","Discounted"
504,"48.21","Discounted"
505,"1382.22","Discounted"
506,"648.50","Discounted"
507,"1080.04","Discounted"
508,"890.01","Discounted"
509,"1638.41","Discounted"
510,"173.00","Discounted"
511,"998.03","Discounted"
512,"1609.56","Discounted"
513,"1187.84","Discounted"
514,"1369.38","Discounted"
515,"1862.77","Discounted"
516,"1168.11","Discounted"
517,"897.58","Discounted"
518,"397.22","Discounted"
519,"1098.16","Discounted"
520,"1370.35","Discounted"
521,"163.12","Discounted"
522,"1154.39","Discounted"
523,"651.09","Discounted"
524,"-77.26","Discounted"
525,"1982.10","Discounted"
526,"2120.49","Discounted"
527,"914.06","Discounted"
528,"807.23","Discounted"
529,"487.32","Discounted"
530,"2401.71","Discounted"
531,"2152.75","Discounted"
532,"1017.12","Discounted"
533,"1757.12","Discounted"
534,"1295.28","Discounted"
535,"307.41","Discounted"
536,"2220.28","Discounted"
537,"1941.88","Discounted"
538,"972.46","Discounted"
539,"854.58","Discounted"
540,"1237.55","Discounted"
541,"1276.90","Discounted"
542,"588.88","Discounted"
543,"1701.87","Discounted"
544,"1075.50","Discounted"
545,"2301.82","Discounted"
546,"1819.62","Discounted"
547,"1902.81","Discounted"
548,"1010.93","Discounted"
549,"1248.02","Discounted"
550,"1472.00","Discounted"
551,"2269.68","Discounted"
552,"612.04","Discounted"
553,"1192.57","Discounted"
554,"2109.30","Discounted"
555,"790.91","Discounted"
556,"129.91","Discounted"
557,"2130.84","Discounted"
558,"642.58","Discounted"
559,"557.65","Discounted"
560,"2413.23","Discounted"
561,"2392.47","Discounted"
562,"300.30","Discounted"
563,"415.68","Discounted"
564,"350.26","Discounted"
565,"2108.23","Discounted"
566,"1907.03","Discounted"
567,"2149.17","Discounted"
568,"876.06","Discounted"
569,"247.16","Discounted"
570,"2227.06","Discounted"
571,"1053.40","Discounted"
572,"-40.58","Discounted"
573,"1529.93","Discounted"
574,"760.45","Discounted"
575,"1050.83","Discounted"
576,"242.34","Discounted"
577,"1773.82","Discounted"
578,"1355.21","Discounted"
579,"1971.93","Discounted"
580,"652.98","Discounted"
581,"1779.79","Discounted"
582,"1891.95","Discounted"
583,"2316.84","Discounted"
584,"383.49","Discounted"
585,"1730.57","Discounted"
586,"2174.45","Discounted"
587,"1407.77","Discounted"
588,"345.40","Discounted"
589,"1079.76","Discounted"
590,"1826.64","Discounted"
591,"215.00","Discounted"
592,"1824.33","Discounted"
593,"554.78","Discounted"
594,"1465.44","Discounted"
595,"652.76","Discounted"
596,"1137.96","Discounted"
597,"497.49","Discounted"
598,"626.93","Discounted"
599,"2021.23","Discounted"
600,"322.24","Discounted"
601,"990.37","Discounted"
602,"1658.19","Discounted"
603,"433.30","Discounted"
604,"150.93","Discounted"
605,"1062.91","Discounted"
606,"1480.79","Discounted"
607,"450.15","Discounted"
608,"1560.22","Discounted"
609,"2089.05","Discounted"
610,"2157.67","Discounted"
611,"1722.22","Discounted"
612,"1526.34","Discounted"
613,"345.54","Discounted"
614,"1652.98","Discounted"
615,"317.63","Discounted"
616,"2114.18","Discounted"
617,"848.15","Discounted"
618,"1600.25","Discounted"
619,"368.02","Discounted"
620,"2380.91","Discounted"
621,"1079.06","Discounted"
622,"2200.79","Discounted"
623,"628.23","Discounted"
624,"1334.29","Discounted"
625,"2002.81","Discounted"
626,"1947.29","Discounted"
627,"567.22","Discounted"
628,"1922.60","Discounted"
629,"2313.32","Discounted"
630,"1483.31","Discounted"
631,"1392.91","Discounted"
632,"1683.25","Discounted"
633,"2344.50","Discounted"
634,"1820.47","Discounted"
635,"2228.57","Discounted"
636,"1554.19","Discounted"
637,"1499.99","Discounted"
638,"1304.71","Discounted"
639,"749.32","Discounted"
640,"938.30","Discounted"
641,"2184.61","Discounted"
642,"1761.94","Discounted"
643,"335.64","Discounted"
644,"1912.53","Discounted"
645,"1092.51","Discounted"
646,"1461.22","Discounted"
647,"1834.31","Discounted"
648,"1977.00","Discounted"
649,"36.00","Discounted"
650,"1366.78","Discounted"
651,"1206.23","Discounted"
652,"671.77","Discounted"
653,"839.81","Discounted"
654,"1646.53","Discounted"
655,"1188.81","Discounted"
656,"246.41","Discounted"
657,"912.46","Discounted"
658,"1108.31","Discounted"
659,"1574.44","Discounted"
660,"2179.98","Discounted"
661,"1112.15","Discounted"
662,"454.38","Discounted"
663,"475.92","Discounted"
664,"265.44","Discounted"
665,"209.06","Discounted"
666,"1491.48","Discounted"
667,"2277.87","Discounted"
668,"1481.81","Discounted"
669,"2366.28","Discounted"
670,"2015.57","Discounted"
671,"1825.52","Discounted"
672,"164.16","Discounted"
673,"1232.00","Discounted"
674,"1220.11","Discounted"
675,"1386.83","Discounted"
676,"312.76","Discounted"
677,"1689.16","Discounted"
678,"2225.98","Discounted"
679,"407.40","Discounted"
680,"626.54","Discounted"
681,"1113.45","Discounted"
682,"1933.99","Discounted"
683,"2358.61","Discounted"
684,"2320.98","Discounted"
685,"398.61","Discounted"
686,"1575.73","Discounted"
687,"11.45","Discounted"
688,"2028.84","Discounted"
689,"2185.57","Discounted"
690,"1288.34","Discounted"
691,"1111.90","Discounted"
692,"1046.53","Discounted"
693,"1519.61","Discounted"
694,"955.68","Discounted"
695,"1646.57","Discounted"
696,"412.35","Discounted"
697,"1236.09","Discounted"
698,"156.19","Discounted"
699,"2029.13","Discounted"
700,"493.38","Discounted"
701,"1972.13","Discounted"
702,"1056.89","Discounted"
703,"658.81","Discounted"
704,"1834.54","Discounted"
705,"796.42","Discounted"
706,"609.80","Discounted"
707,"1472.68","Discounted"
708,"1889.33","Discounted"
709,"1191.61","Discounted"
710,"1404.24","Discounted"
711,"1708.93","Discounted"
712,"516.68","Discounted"
713,"1676.82","Discounted"
714,"1932.91","Discounted"
715,"1982.54","Discounted"
716,"2149.22","Discounted"
717,"571.60","Discounted"
718,"2104.78","Discounted"
719,"239.23","Discounted"
720,"2286.25","Discounted"
721,"880.39","Discounted"
722,"800.80","Discounted"
723,"1599.63","Discounted"
724,"666.45","Discounted"
725,"820.54","Discounted"
726,"626.24","Discounted"
727,"1933.22","Discounted"
728,"2231.12","Discounted"
729,"1259.01","Discounted"
730,"1760.13","Discounted"
731,"933.03","Discounted"
732,"560.02","Discounted"
733,"2169.01","Discounted"
734,"1098.77","Discounted"
735,"2129.03","Discounted"
736,"1762.27","Discounted"
737,"294.46","Discounted"
738,"924.87","Discounted"
739,"379.67","Discounted"
740,"1130.03","Discounted"
741,"377.11","Discounted"
742,"1162.75","Discounted"
743,"409.40","Discounted"
744,"1816.17","Discounted"
745,"2200.17","Discounted"
746,"1534.46","Discounted"
747,"1457.03","Discounted"
748,"193.11","Discounted"
749,"263.21","Discounted"
750,"1381.27","Discounted"
751,"627.38","Discounted"
752,"277.82","Discounted"
753,"436.04","Discounted"
754,"2306.02","Discounted"
755,"456.33","Discounted"
756,"1922.95","Discounted"
757,"1909.58","Discounted"
758,"2233.16","Discounted"
759,"2078.92","Discounted"
760,"957.77","Discounted"
761,"2289.59","Discounted"
762,"926.63","Discounted"
763,"1063.97","Discounted"
764,"972.84","Discounted"
765,"1616.04","Discounted"
766,"1232.21","Discounted"
767,"946.11","Discounted"
768,"259.78","Discounted"
769,"2182.36","Discounted"
770,"141.66","Discounted"
771,"1978.61","Discounted"
772,"2155.77","Discounted"
773,"1549.43","Discounted"
774,"1963.01","Discounted"
775,"128.54","Discounted"
776,"1806.93","Discounted"
777,"85.25","Discounted"
778,"178.45","Discounted"
779,"1908.46","Discounted"
780,"1499.58","Discounted"
781,"198.34","Discounted"
782,"1496.91","Discounted"
783,"1925.91","Discounted"
784,"1765.62","Discounted"
785,"669.60","Discounted"
786,"1436.01","Discounted"
787,"2486.65","Discounted"
788,"2079.63","Discounted"
789,"70.83","Discounted"
790,"2209.94","Discounted"
791,"353.21","Discounted"
792,"432.60","Discounted"
793,"2157.63","Discounted"
794,"624.87","Discounted"
795,"1562.95","Discounted"
796,"1180.93","Discounted"
797,"344.00","Discounted"
798,"394.12","Discounted"
799,"1774.43","Discounted"
800,"1558.63","Discounted"
801,"1814.90","Discounted"
802,"548.79","Discounted"
803,"1600.19","Discounted"
804,"928.27","Discounted"
805,"1977.97","Discounted"
806,"830.15","Discounted"
807,"1969.20","Discounted"
808,"1919.07","Discounted"
809,"2344.95","Discounted"
810,"1093.38","Discounted"
811,"2311.33","Discounted"
812,"1832.05","Discounted"
813,"2054.12","Discounted"
814,"2200.96","Discounted"
815,"1234.84","Discounted"
816,"1171.96","Discounted"
817,"545.32","Discounted"
818,"2057.71","Discounted"
819,"1060.36","Discounted"
820,"1232.57","Discounted"
821,"1489.40","Discounted"
822,"1864.71","Discounted"
823,"211.88","Discounted"
824,"2100.69","Discounted"
825,"958.64","Discounted"
826,"1041.85","Discounted"
827,"279.04","Discounted"
828,"1237.71","Discounted"
829,"2127.23","Discounted"
830,"441.16","Discounted"
831,"1977.13","Discounted"
832,"399.18","Discounted"
833,"2076.71","Discounted"
834,"1854.53","Discounted"
835,"1751.69","Discounted"
836,"1072.30","Discounted"
837,"1698.83","Discounted"
838,"1453.27","Discounted"
839,"1510.91","Discounted"
840,"2226.71","Discounted"
841,"552.47","Discounted"
842,"760.32","Discounted"
843,"896.46","Discounted"
844,"2290.98","Discounted"
845,"269.07","Discounted"
846,"244.94","Discounted"
847,"2176.55","Discounted"
848,"1399.98","Discounted"
849,"766.23","Discounted"
850,"471.75","Discounted"
851,"600.12","Discounted"
852,"202.25","Discounted"
853,"1837.39","Discounted"
854,"1780.75","Discounted"
855,"753.33","Discounted"
856,"2049.18","Discounted"
857,"196.81","Discounted"
858,"1316.79","Discounted"
859,"629.25","Discounted"
860,"681.24","Discounted"
861,"2071.51","Discounted"
862,"1792.23","Discounted"
863,"1640.27","Discounted"
864,"375.82","Discounted"
865,"1740.20","Discounted"
866,"681.97","Discounted"
867,"1122.32","Discounted"
868,"371.98","Discounted"
869,"1547.92","Discounted"
870,"1877.51","Discounted"
871,"437.87","Discounted"
872,"76.37","Discounted"
873,"324.46","Discounted"
874,"32.50","Discounted"
875,"623.06","Discounted"
876,"2127.78","Discounted"
877,"1610.77","Discounted"
878,"2098.49","Discounted"
879,"1868.30","Discounted"
880,"1179.92","Discounted"
881,"2195.22","Discounted"
882,"705.52","Discounted"
883,"65.09","Discounted"
884,"1952.30","Discounted"
885,"2038.09","Discounted"
886,"1519.57","Discounted"
887,"337.09","Discounted"
888,"1149.69","Discounted"
889,"914.53","Discounted"
890,"446.44","Discounted"
891,"1345.32","Discounted"
892,"1112.12","Discounted"
893,"1527.65","Discounted"
894,"1491.43","Discounted"
895,"703.52","Discounted"
896,"529.36","Discounted"
897,"2097.97","Discounted"
898,"377.77","Discounted"
899,"572.75","Discounted"
900,"706.92","Discounted"
901,"835.30","Discounted"
902,"509.49","Discounted"
903,"207.71","Discounted"
904,"1701.62","Discounted"
905,"474.29","Discounted"
906,"1768.05","Discounted"
907,"1767.43","Discounted"
908,"905.14","Discounted"
909,"1582.68","Discounted"
910,"1430.45","Discounted"
911,"2066.52","Discounted"
912,"2239.42","Discounted"
913,"1116.89","Discounted"
914,"838.31","Discounted"
915,"820.52","Discounted"
916,"1001.18","Discounted"
917,"1729.53","Discounted"
918,"1355.73","Discounted"
919,"457.27","Discounted"
920,"744.25","Discounted"
921,"1131.82","Discounted"
922,"1136.46","Discounted"
923,"863.72","Discounted"
924,"227.55","Discounted"
925,"855.85","Discounted"
926,"17.84","Discounted"
927,"1763.91","Discounted"
928,"230.60","Discounted"
929,"1578.32","Discounted"
930,"67.03","Discounted"
931,"2180.32","Discounted"
932,"343.71","Discounted"
933,"802.66","Discounted"
934,"823.60","Discounted"
935,"1881.72","Discounted"
936,"1150.24","Discounted"
937,"227.36","Discounted"
938,"1085.63","Discounted"
939,"1597.24","Discounted"
940,"503.02","Discounted"
941,"1777.94","Discounted"
942,"1236.80","Discounted"
943,"368.21","Discounted"
944,"516.92","Discounted"
945,"1572.40","Discounted"
946,"211.70","Discounted"
947,"1294.48","Discounted"
948,"1199.07","Discounted"
949,"570.39","Discounted"
950,"1711.93","Discounted"
951,"2093.49","Discounted"
952,"1005.92","Discounted"
953,"2223.90","Discounted"
954,"259.90","Discounted"
955,"1852.03","Discounted"
956,"1454.21","Discounted"
957,"584.72","Discounted"
958,"163.73","Discounted"
959,"1028.45","Discounted"
960,"2430.60","Discounted"
961,"1285.27","Discounted"
962,"1745.66","Discounted"
963,"2163.17","Discounted"
964,"550.09","Discounted"
965,"1755.74","Discounted"
966,"551.91","Discounted"
967,"413.55","Discounted"
968,"1857.57","Discounted"
969,"49.07","Discounted"
970,"807.06","Discounted"
971,"22.25","Discounted"
972,"1223.78","Discounted"
973,"1774.03","Discounted"
974,"687.02","Discounted"
975,"2279.46","Discounted"
976,"1141.69","Discounted"
977,"1936.64","Discounted"
978,"652.67","Discounted"
979,"1205.97","Discounted"
980,"79.31","Discounted"
981,"2320.19","Discounted"
982,"1128.56","Discounted"
983,"1667.66","Discounted"
984,"1574.59","Discounted"
985,"35.43","Discounted"
986,"2327.60","Discounted"
987,"440.79","Discounted"
988,"1335.99","Discounted"
989,"1191.53","Discounted"
990,"279.55","Discounted"
991,"2219.65","Discounted"
992,"190.68","Discounted"
993,"1834.81","Discounted"
994,"1168.10","Discounted"
995,"437.19","Discounted"
996,"2267.07","Discounted"
997,"467.49","Discounted"
998,"1717.21","Discounted"
999,"2002.62","Discounted"
1000,"1107.55","Discounted"
